,source_text,target_text
4733,"paraphrase: Se continuares a reclamar, então vou ficar bravo de verdade.","Se você continuar a se queixar, vou ficar bravo de verdade."
4734,paraphrase: A luz está acesa.,As luzes estão acesas.
4735,paraphrase: A luz está ligada.,As luzes estão acesas.
4736,paraphrase: A primavera é a estação que eu mais gosto.,"De todas as estações, eu gosto mais da primavera."
4737,paraphrase: É uma história muito triste.,Essa é uma história tão triste.
4738,paraphrase: É um conto muito triste.,Essa é uma história tão triste.
4739,paraphrase: Seu argumento não se baseava em fatos.,O seu argumento não é realista.
4740,paraphrase: Ela se magoa com muita facilidade.,A sensibilidade dela é facilmente ferida.
4741,paraphrase: É muito difícil arranjar um táxi nesta cidade.,Nesta cidade é complicado encontrar um táxi.
4742,paraphrase: Já era demasiado tarde.,Já estava muito tarde.
4743,paraphrase: Já era tarde demais.,Já estava muito tarde.
4744,"paraphrase: Se não estás no Facebook, não existes!","Se você não está no Facebook, você não existe!"
4745,paraphrase: Ele está sentado à mesa.,Estou sentado sobre a mesa.
4746,paraphrase: Estou sentado em cima da mesa.,Estou sentado sobre a mesa.
4747,paraphrase: Ela puxou-o para fora da lama.,Ela o tirou da lama.
4748,paraphrase: Nunca desista.,Jamais desistam!
4749,paraphrase: Não desista nunca.,Jamais desista!
4750,paraphrase: Todos estudantes protestaram contra a guerra.,Todos os estudantes eram contra a guerra.
4751,paraphrase: Ontem estava tanto frio que fiquei em casa.,"Como estava frio ontem, eu fiquei em casa."
4752,paraphrase: Eu lhe ajudarei se tiver terminando meu trabalho pelas quatro.,Eu vou te ajudar se eu tiver terminado o meu trabalho pelas quatro.
4753,paraphrase: Quero limpar a casa antes de os meus pais chegarem.,Quero limpar a casa antes que os meus pais cheguem.
4754,paraphrase: Tom vendeu seu carro a Mary.,Tom vendeu o seu carro à Maria.
4755,paraphrase: A França está na Europa Ocidental.,A França fica no leste europeu.
4756,paraphrase: A França fica na Europa Ocidental.,A França fica no leste europeu.
4757,paraphrase: Cento e cinquenta pessoas entraram para a maratona.,Cento e cinquenta pessoas participaram da maratona.
4758,paraphrase: Eu não sei como utilizar isto.,Não entendo como usar isso.
4759,paraphrase: Eu não sei como usá-lo.,Eu não sei como usar isso.
4760,paraphrase: Não posso encarar esta vida sozinho.,Eu não posso encarar essa vida sozinho.
4761,paraphrase: Não posso encarar essa vida sozinha.,Eu não posso encarar essa vida sozinho.
4762,paraphrase: Eu não concordo com você neste ponto.,Discordo de vós neste ponto.
4763,paraphrase: Não concordo contigo neste ponto.,Discordo de vós neste ponto.
4764,paraphrase: Eu não concordo convosco neste ponto.,Discordo de ti neste ponto.
4765,paraphrase: Não concordo com vocês neste ponto.,Discordo de você neste ponto.
4766,paraphrase: Eu discordo do senhor neste ponto.,Discordo das senhoras neste ponto.
4767,paraphrase: Discordo da senhora neste ponto.,Não concordo com os senhores neste ponto.
4768,paraphrase: Deveríamos sempre obedecer às leis.,É nosso dever sempre obedecer a lei.
4769,paraphrase: Receio que não vou conseguir me fazer entender em inglês.,Eu tenho medo de não fazer as pessoas me entenderem em inglês.
4770,paraphrase: Ficarei em casa amanhã.,Amanhã eu ficarei em casa.
4771,paraphrase: Tenho uma amiga vietnamita. Chama-se Tiên.,Tenho uma amiga vietnamita. O seu nome é Tiên.
4772,paraphrase: Vão embora! Não quero falar com vocês!,Saia! Não quero falar com você!
4773,paraphrase: Eu não deveria dito aquilo.,É lamentável que eu tenha dito isso.
4774,paraphrase: Queria unir-me ao seu grupo.,Gostaria de me juntar ao seu grupo.
4775,paraphrase: Queria juntar-me ao grupo de vocês.,Gostaria de me juntar ao seu grupo.
4776,paraphrase: Eu te vejo na quarta.,Até a próxima quarta-feira.
4777,paraphrase: Eu vejo vocês na quarta.,Até a próxima quarta-feira.
4778,paraphrase: Eu sou desajeitado.,Eu sou uma bagunça.
4779,paraphrase: Eu sou um perdedor.,Sou desajeitado.
4780,paraphrase: Eu sou uma perdedora.,Sou desastrado.
4781,paraphrase: Posso comer essa rosquinha?,Posso comer esta rosquinha?
4782,paraphrase: Ele tem sempre sido gentil comigo.,Sempre foi amigável comigo.
4783,paraphrase: Ele sempre foi gentil comigo.,Sempre foi amável comigo.
4784,paraphrase: Ele toma banho todas as manhãs.,Ele toma banho todos os dias de manhã.
4785,paraphrase: Ele toma um banho toda manhã.,Ele toma banho toda manhã.
4786,paraphrase: Ela já se apaixonou alguma vez?,Algum dia ela se apaixonou?
4787,"paraphrase: Precisamos de comida, roupa, e uma casa para viver.","Para viver precisamos de comida, de roupas e de um teto sobre as nossas cabeças."
4788,paraphrase: Onde é a cafeteria?,Onde é a sala de jantar?
4789,paraphrase: Onde fica o refeitório?,Onde é a sala de jantar?
4790,paraphrase: Onde fica o bandejão?,Onde está o café?
4791,paraphrase: Eu te prometo que nunca vou te deixar.,Eu te prometo que nunca te deixarei.
4792,paraphrase: Te ensinarei.,Vou ensinar-vos.
4793,paraphrase: Eu vou lhe ensinar.,Vou ensinar-te.
4794,paraphrase: Quero aprender a dançar.,Eu gostaria de aprender a dançar.
4795,paraphrase: Os jovens japoneses apreciam rock e jazz.,A mocidade nipônica se amarra em rock e jazz.
4796,paraphrase: A garotada japonesa curte rock e jazz.,A meninada japonesa gosta de rock e jazz.
4797,paraphrase: Obedeça aos professores.,Obedeça a seus professores.
4798,paraphrase: Obedece a teus professores.,Obedeça a seus professores.
4799,paraphrase: Você pode abrir essa porta?,Podes abrir esta porta?
4800,paraphrase: Alguns botes estão no lago.,Há alguns barcos sobre o lago.
4801,paraphrase: Eu tenho uma sugestão.,Eu tenho uma proposta.
4802,paraphrase: Tente não chorar.,Tentem não chorar.
4803,paraphrase: As cartas de Fiona estavam cada vez menos frequentes.,Fiona enviava cada vez menos cartas.
4804,paraphrase: Quanto vale uma libra?,Quanto custa meio quilo?
4805,paraphrase: Não posso vir para te ver todos os dias...,Eu não posso visitá-lo todos os dias.
4806,paraphrase: Você tem dinheiro o suficiente?,Você tem dinheiro suficiente?
4807,paraphrase: Tens dinheiro suficiente?,Você tem dinheiro suficiente?
4808,paraphrase: Não há nenhum animal vivo no museu.,No museu não há animais vivos.
4809,paraphrase: Há quanto tempo você vem fazendo isso?,Há quanto tempo você faz isso?
4810,paraphrase: Ela não sabe nada de sua família.,Ele não sabe nada sobre sua família.
4811,paraphrase: Quer deixá-lo assim?,Você quer deixar isso para trás assim?
4812,paraphrase: Quantos alunos tem na sua escola?,Quantos estudantes há na sua escola?
4813,paraphrase: Quantos alunos há na tua escola?,Quantos estudantes há na sua escola?
4814,"paraphrase: Se eu quisesse te assustar, eu te contaria o sonho que eu tive há algumas semanas atrás.","Se eu quisesse assustar as senhoras, lhes contaria o que sonhei algumas semanas atrás."
4815,"paraphrase: Se eu quisesse assustar você, contaria o que sonhei há algumas semanas.","Se quisesse assustar os senhores, eu lhes contaria o que sonhei há poucas semanas."
4816,"paraphrase: Se quisesse assustá-la, eu lhe contaria o que sonhei semanas atrás.","Se eu quisesse assustar a senhora, lhe contaria o que sonhei poucas semanas atrás."
4817,"paraphrase: Se eu quisesse assustá-los, contaria a vocês o que sonhei algumas semanas atrás.","Se eu quisesse assustá-lo, contaria ao senhor o que sonhei há poucas semanas."
4818,paraphrase: Isso vai ser engraçado.,Isso deveria ser divertido.
4819,paraphrase: Será divertido.,Isso será divertido.
4820,paraphrase: Aquilo deve ser divertido.,Será engraçado.
4821,paraphrase: Estou um pouco comovido.,Estou um pouco tocado.
4822,paraphrase: Eu costumava correr na escola secundária.,Eu corria quando estava na escola secundária.
4823,paraphrase: Ela estudou muito para não falhar no teste de aprovação.,Ela estudou muito para não ser reprovada no exame de admissão.
4824,paraphrase: Eu enxergo bem.,Eu tenho boa visão.
4825,paraphrase: Pode-se ver o Monte Fuji daqui.,Dá para ver o monte Fuji daqui.
4826,paraphrase: Ele toca piano melhor que eu.,Ele sabe tocar piano melhor do que eu.
4827,paraphrase: Ele é melhor no piano do que eu.,Ele é melhor que eu tocando piano.
4828,paraphrase: Ela pediu que ele se sentasse.,Ela pediu para ele se sentar.
4829,paraphrase: Ele ficou cego no acidente.,Ele perdeu a vista no acidente.
4830,paraphrase: Nós temos cinco horas de inglês a cada semana.,Temos cinco aulas de inglês por semana.
4831,paraphrase: Este muro está pintado de verde.,Essa parede está pintada de verde.
4832,paraphrase: Ela está totalmente louca por ele.,Ela o ama com devoção.
4833,paraphrase: Posso comer aquele bolo?,Posso comer este bolo?
4834,paraphrase: Posso comer esta torta?,Posso comer este bolo?
4835,"paraphrase: Para falar a verdade, eu nunca tinha ouvido falar desse lugar antes.","Para ser honesto, eu nunca ouvi desse lugar antes."
4836,paraphrase: Ela ganhou a disputa.,Ela ganhou o concurso.
4837,paraphrase: Também queria saber.,Gostaria de saber também.
4838,paraphrase: Eu também queria saber.,Gostaria de saber também.
4839,paraphrase: Eu queria saber também.,Eu também ia gostar de saber.
4840,paraphrase: Desejaria saber também.,Eu também gostaria de saber.
4841,paraphrase: Quinta-feira à noite é a noite da cerveja grátis.,"Às quintas-feiras à noite, a cerveja é grátis."
4842,"paraphrase: De quinta-feira à noite, a cerveja é de graça.","Às quintas-feiras à noite, a cerveja é grátis."
4843,paraphrase: Jackson não pode confiar neles.,Jackson não podia confiar nelas.
4844,paraphrase: É um bom manual.,Este é um bom livro-texto.
4845,paraphrase: Você não viu o homem?,Vocês não viram o homem?
4846,paraphrase: Posso trazer os meus amigos?,Posso trazer as minhas amigas?
4847,paraphrase: Duas famílias vivem na mesma casa.,As duas famílias vivem sob um mesmo teto.
4848,paraphrase: Estamos voando sobre as nuvens.,Nós estamos voando acima das nuvens.
4849,paraphrase: Hoje tenho muitos deveres.,Hoje tenho muita lição de casa.
4850,paraphrase: Você está com algum dinheiro?,Vocês têm o dinheiro?
4851,paraphrase: Você tem dinheiro?,"Você tem dinheiro, não é?"
4852,paraphrase: Você tem algum dinheiro?,Você tem o dinheiro?
4853,paraphrase: Está com o dinheiro?,Você tem grana?
4854,paraphrase: Você não tem dinheiro?,Elas têm dinheiro?
4855,"paraphrase: Você tem dinheiro, né?",Eles têm dinheiro?
4856,paraphrase: Ele tem dinheiro?,Tu tens dinheiro?
4857,paraphrase: O senhor tem dinheiro?,A senhora tem dinheiro?
4858,paraphrase: É muito difícil para mim.,Isso é muito complicado para mim.
4859,paraphrase: Meu amigo estuda coreano.,A minha amiga aprende Coreano.
4860,paraphrase: Onde está o creme dental?,Onde está a pasta de dente?
4861,paraphrase: Eu nunca vi uma geladeira vermelha.,Eu nunca vi um refrigerador vermelho.
4862,paraphrase: Eu nunca via uma geladeira vermelha.,Eu nunca vi um refrigerador vermelho.
4863,paraphrase: Vamos dar uma pausa.,Vamos descansar um pouco.
4864,paraphrase: Descansemos um pouco.,Vamos descansar um pouco.
4865,paraphrase: Vamos dar uma descansada.,Podemos ter um pequeno descanso ?
4866,paraphrase: Descansemos.,Podemos descansar?
4867,paraphrase: Façamos uma pausa.,Por que não fazemos uma pequena pausa?
4868,paraphrase: Vamos relaxar um pouco.,Relaxemos.
4869,paraphrase: É fácil distinguir o bom do mau.,É fácil distinguir o bem do mal.
4870,paraphrase: Este é o meu gato.,Esta é a minha gata.
4871,paraphrase: Essa camisa precisa de uma passada.,Esta camisa precisa ser passada.
4872,paraphrase: Essa camisa precisa de um ferro.,Alguém precisa passar o ferro nessa camisa.
4873,paraphrase: Estamos vendo tevê.,Estamos assistindo televisão.
4874,paraphrase: Estamos assistindo à televisão.,Estamos assistindo televisão.
4875,paraphrase: Tom se sentiu totalmente só.,Tom se sentiu muito só.
4876,paraphrase: Este é meu e esse é seu.,Isso é o meu e esse é o seu.
4877,paraphrase: Esta é minha e aquela é sua.,Isso é o meu e esse é o seu.
4878,paraphrase: É a gravidade que faz os satélites se moverem ao redor da Terra.,É a gravidade que faz que os satélites se movam em torno da Terra.
4879,paraphrase: A noite estava fria.,As noites eram frias.
4880,paraphrase: A noite foi fria.,As noites eram frias.
4881,paraphrase: Foi uma noite fria.,De noite fazia frio.
4882,paraphrase: A criança desaparecida foi identificada por sua roupa.,O garoto desaparecido foi identificado pelas suas roupas.
4883,paraphrase: O garoto que estava desaparecido foi identificado pelas roupas.,A identidade do garoto desaparecido foi confirmada através das roupas que ele portava.
4884,paraphrase: Digo o que penso.,Vou dizer o que estou pensando.
4885,paraphrase: Deseje-me sorte.,Vamos cruzar os dedos.
4886,"paraphrase: Por favor, deseje-me sorte.",Cruze os dedos.
4887,paraphrase: O mundo não gira ao redor de ti.,O mundo não gira ao seu redor.
4888,paraphrase: Você está o subestimando.,Vocês estão subestimando ele.
4889,paraphrase: Duas mulheres cantam.,Duas mulheres estão cantando.
4890,paraphrase: Um espírito equilibrado em um corpo equilibrado.,Uma mente sã num corpo são.
4891,"paraphrase: Bom dia, disse Tom sorrindo.","Salve! — cumprimentou Tom, com um sorriso."
4892,"paraphrase: Olá, disse Tom, sorrindo.","Salve! — cumprimentou Tom, com um sorriso."
4893,paraphrase: Eles viajaram juntos.,Eles foram juntos.
4894,paraphrase: Elas viajaram juntas.,Eles foram juntos.
4895,"paraphrase: Vai, canta e dança!",Cantemos e dancemos.
4896,paraphrase: Vamos cantar e dançar.,Cantemos e dancemos.
4897,paraphrase: John é bom em xadrez.,John é bom no xadrez.
4898,paraphrase: John é bom jogando xadrez.,John é bom no xadrez.
4899,"paraphrase: Como de costume, Mike atrasou-se para a reunião esta tarde.","Como sempre, Mike estava atrasado para a reunião essa tarde."
4900,"paraphrase: Como sempre, Mike chegou atrasado à reunião desta tarde.","Como sempre, Mike estava atrasado para a reunião essa tarde."
4901,paraphrase: Ah! Espere um momento!,Ah! Espera um momento!
4902,"paraphrase: Se você se apressar, ainda vai conseguir pegar o trem.",Apresse-se e você pegará o trem.
4903,paraphrase: Apresse-se e alcançará o trem.,Apresse-se e você pegará o trem.
4904,paraphrase: Gosto mais de carne do que de peixe.,Prefiro carne a peixe.
4905,paraphrase: Meu irmão comprou uma guitarra.,O meu irmão comprou uma guitarra elétrica.
4906,paraphrase: Não te disse nada.,Não lhe disse nada.
4907,paraphrase: Devolva o meu dinheiro!,Me dê o meu dinheiro.
4908,paraphrase: Eu estou de bem com o meu irmão.,Eu me dou bem com o meu irmão mais novo.
4909,paraphrase: Roubaram-me parte do meu dinheiro.,Parte do dinheiro foi roubada.
4910,paraphrase: Eu estou tentando dormir.,Tento dormir.
4911,paraphrase: Você gosta de San Fran?,Você gosta de São Francisco?
4912,paraphrase: Eles perderam muito.,Elas perderam muito.
4913,paraphrase: Mas como eles podem ter feito isso?,Mas como eles conseguem fazer isso?
4914,paraphrase: Ele gosta de dar caminhadas.,Ele gosta de fazer caminhada.
4915,paraphrase: A tradução é um tipo de habilidade especial.,A tradução é uma disciplina escolar.
4916,paraphrase: Tom está um pouco bêbado.,Tom está bem embriagado.
4917,paraphrase: A situação lá era crítica.,A situação lá estava crítica.
4918,paraphrase: O menino corre rápido.,Os meninos correm rápido.
4919,paraphrase: As crianças correm rápido.,Os meninos correm rápido.
4920,"paraphrase: Já que a minha mãe estava doente, fiquei em casa em vez de ir à escola.","Porque minha mãe estava doente, fiquei em casa e não fui à escola."
4921,paraphrase: Este prato é delicioso.,Esta comida está deliciosa.
4922,paraphrase: Esta comida é deliciosa.,Esta comida está deliciosa.
